{'method': 'CDAN+E', 'gpu': '0', 'num_iterations': 50000, 'test_interval': 200, 'snapshot_interval': 2000, 'output_for_test': True, 'output_path': 'snapshot/san', 'out_file': <_io.TextIOWrapper name='snapshot/san/log.txt' mode='w' encoding='UTF-8'>, 'prep': {'test_10crop': False, 'params': {'resize_size': 256, 'crop_size': 224, 'alexnet': False}}, 'loss': {'trade_off': 1.0, 'random': False, 'random_dim': 1024}, 'network': {'name': <class 'network.ResNetFc'>, 'params': {'resnet_name': 'ResNet50', 'use_bottleneck': True, 'bottleneck_dim': 256, 'new_cls': True, 'class_num': 87}}, 'optimizer': {'type': <class 'torch.optim.sgd.SGD'>, 'optim_params': {'lr': 0.001, 'momentum': 0.9, 'weight_decay': 0.0005, 'nesterov': True}, 'lr_type': 'inv', 'lr_param': {'lr': 0.0001, 'gamma': 0.001, 'power': 0.75}}, 'dataset': 'office', 'data': {'source': {'list_path': '/home/adarsh/project/CDAN/pytorch/sketchy_train.txt', 'batch_size': 32}, 'target': {'list_path': '/home/adarsh/project/CDAN/pytorch/quick_draw_train.txt', 'batch_size': 32}, 'test': {'list_path': '/home/adarsh/project/CDAN/pytorch/quick_draw_val.txt', 'batch_size': 32}, 'source_test': {'list_path': '/home/adarsh/project/CDAN/pytorch/sketchy_val.txt', 'batch_size': 32}}}iter: 00199, precision: 0.03448
iter: 00399, precision: 0.06874
iter: 33199, precision: 0.37277
iter: 33399, precision: 0.38179
iter: 33599, precision: 0.37773
iter: 33799, precision: 0.38134
iter: 33999, precision: 0.37908
iter: 34199, precision: 0.37841
iter: 34399, precision: 0.38359
iter: 34599, precision: 0.37661
iter: 34799, precision: 0.37593
iter: 34999, precision: 0.37390
iter: 35199, precision: 0.37480
iter: 35399, precision: 0.38066
iter: 35599, precision: 0.38269
iter: 35799, precision: 0.38066
iter: 35999, precision: 0.37841
iter: 36199, precision: 0.38247
iter: 36399, precision: 0.37548
iter: 36599, precision: 0.38179
iter: 36799, precision: 0.38427
iter: 36999, precision: 0.37931
iter: 37199, precision: 0.37570
iter: 37399, precision: 0.37751
iter: 37599, precision: 0.37886
iter: 37799, precision: 0.37863
iter: 37999, precision: 0.38156
iter: 38199, precision: 0.37390
iter: 38399, precision: 0.37548
iter: 38599, precision: 0.37728
iter: 38799, precision: 0.38697
iter: 38999, precision: 0.38878
iter: 39199, precision: 0.38720
iter: 39399, precision: 0.38472
iter: 39599, precision: 0.38900
iter: 39799, precision: 0.38314
iter: 39999, precision: 0.38472
iter: 40199, precision: 0.38449
iter: 40399, precision: 0.38292
iter: 40599, precision: 0.38585
iter: 40799, precision: 0.37954
iter: 40999, precision: 0.38449
iter: 41199, precision: 0.38314
iter: 41399, precision: 0.38427
iter: 41599, precision: 0.37908
iter: 41799, precision: 0.38449
iter: 41999, precision: 0.38337
iter: 42199, precision: 0.38134
iter: 42399, precision: 0.38697
iter: 42599, precision: 0.38269
iter: 42799, precision: 0.38224
iter: 42999, precision: 0.38585
iter: 43199, precision: 0.38742
iter: 43399, precision: 0.38630
iter: 43599, precision: 0.38449
iter: 43799, precision: 0.38585
iter: 43999, precision: 0.38427
iter: 44199, precision: 0.38990
iter: 44399, precision: 0.38134
iter: 44599, precision: 0.38517
iter: 44799, precision: 0.38585
iter: 44999, precision: 0.38652
iter: 45199, precision: 0.38314
iter: 45399, precision: 0.38720
iter: 45599, precision: 0.38697
iter: 45799, precision: 0.39013
iter: 45999, precision: 0.38945
iter: 46199, precision: 0.38585
iter: 46399, precision: 0.38945
iter: 46599, precision: 0.38878
iter: 46799, precision: 0.39058
iter: 46999, precision: 0.39148
iter: 47199, precision: 0.38720
iter: 47399, precision: 0.38630
iter: 47599, precision: 0.38540
iter: 47799, precision: 0.39396
iter: 47999, precision: 0.38878
iter: 48199, precision: 0.38787
iter: 48399, precision: 0.38968
iter: 48599, precision: 0.38720
iter: 48799, precision: 0.39396
iter: 48999, precision: 0.38833
iter: 49199, precision: 0.39058
iter: 49399, precision: 0.38900
iter: 49599, precision: 0.39148
iter: 49799, precision: 0.39464
iter: 49999, precision: 0.39126
